,post,number_of_likes,number_of_comments,caption_hashtags,date,caption,caption_length,comments
Major Bag Alert!,<Post CbuurR6Ofoa>,2152,64,[],30/03/22,"Major Bag Alert! Don’t forget to bring SPF everywhere you ✨glow✨

What products are in your everyday bag? 

(@skincarebyyourstruly, @glittercrocs, @suriya.jpg, @girlfluent, @nachonikki)",185,"[{'text': 'Baaaag alert major baaaag alert 🎶😂', 'length': 34}, {'text': 'Summer essential!!', 'length': 18}, {'text': 'Obsessed with this product! ❤️👏', 'length': 31}, {'text': 'Need this!', 'length': 10}, {'text': 'Gosh idk which ones I need to refill on! 😂 and so many new ones!!', 'length': 65}, {'text': 'unseen sunscreen, always!!', 'length': 26}, {'text': 'Supergoop 🔥🔥🔥🔥🔥', 'length': 15}, {'text': 'whoever wrote this caption ily', 'length': 30}, {'text': 'Unseen Sunscreen goes everywhere with me!!', 'length': 42}, {'text': '🌟😍', 'length': 2}, {'text': 'Does the unseen sunscreen cause flashback in photos?', 'length': 52}, {'text': 'Gorgeous shots!! 😍', 'length': 18}, {'text': '💛💛💛💛💛💛', 'length': 6}, {'text': 'So many goodies!! 😍😍', 'length': 20}, {'text': 'can’t get enough supergoop😍😍', 'length': 28}, {'text': 'The best sunscreen 😍😍😍❤️❤️❤️❤️', 'length': 30}, {'text': 'Unseen is my go tooooooooo😍', 'length': 27}, {'text': 'Unseen sunscreen🔥', 'length': 17}, {'text': 'Love Unseen Sunscreen 😍', 'length': 23}, {'text': 'Glow Screen! 💯👏🏼❤️☀️ always one in my bag and at my makeup station.', 'length': 67}, {'text': 'Where’s the frisbee?! 😍❤️', 'length': 25}, {'text': '💖⭐️🛍🚨', 'length': 5}, {'text': 'It’s ~ a lifestyle 💛✨', 'length': 21}, {'text': 'Unseen & glow screen 🤩', 'length': 22}, {'text': 'Omg dying to try your spf 😍', 'length': 27}, {'text': '😍😍😍', 'length': 3}, {'text': '@supergoop what’s the shelf life of the moisturizer?', 'length': 52}, {'text': '@supergoop Can you look at ur DM. Thank you. 💛😊', 'length': 47}, {'text': 'Omgggg love this pic 😍 @skincarebyyourstruly', 'length': 44}, {'text': 'Beautiful work as always @skincarebyyourstruly ☀️', 'length': 49}, {'text': 'Just tried Unseen. Obsessed! Finally, a non-greasy sunblock.', 'length': 60}, {'text': 'Unseen forever ! 🙌🏾🥰', 'length': 20}, {'text': 'Obsessed is an understatement', 'length': 29}, {'text': 'the every single face sunscreen has become my go to now 🥺', 'length': 57}, {'text': 'Dreamy 😍😍', 'length': 9}, {'text': 'Unseen sunscreen☀️🧴💛', 'length': 20}, {'text': 'Unseen is magical!!', 'length': 19}, {'text': 'My unseen, glow screen and the re setting powder!! 🤍 I have to wear them daily', 'length': 78}, {'text': 'my fav spf brand 🥺', 'length': 18}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Hans Screen!', 'length': 12}, {'text': 'You are the best 🥰', 'length': 18}, {'text': 'I love the yellow packaging so much❤️❤️😍😍', 'length': 41}, {'text': 'Unseen sunscreen is my holy grail!!!', 'length': 36}, {'text': 'We love and always recommend your products!❤️❤️❤️❤️', 'length': 51}, {'text': '🔥🔥🔥😍', 'length': 4}, {'text': 'The mineral sheer screen!!', 'length': 26}, {'text': ""no i don't think you understand... i'm OBSESSED"", 'length': 47}, {'text': 'what a dreammm 😍✨💛', 'length': 18}, {'text': 'What’s the difference between the daily dose hcb and the daily dose vitamin c?', 'length': 78}]"
Popping in to,<Post CbptyN-uGRx>,736,20,[],28/03/22,Popping in to see if you've applied your SPF today 💙 Tag a friend to remind them!,81,"[{'text': 'Cute! 🥰🥰🥰', 'length': 9}, {'text': 'Wearing my sheer screen today and everyday! Or it’s the unseen 😍', 'length': 64}, {'text': 'soo cute!!!', 'length': 11}, {'text': 'This makes me so happy😍', 'length': 23}, {'text': '⭐️😎⭐️', 'length': 5}, {'text': 'You know it!!!', 'length': 14}, {'text': 'pls check dm ❤️', 'length': 15}, {'text': '🙌🙌🙌', 'length': 3}, {'text': '❤️', 'length': 2}, {'text': '😍😍', 'length': 2}, {'text': '😍', 'length': 1}, {'text': '🙋🏼\u200d♀️🙋🏼\u200d♀️🙋🏼\u200d♀️', 'length': 15}, {'text': '💛💛💛💛💛', 'length': 5}, {'text': 'Ummmm so cute!! Supergoop all day every day ✨ @arlenelanz 😍', 'length': 59}, {'text': 'i’m curious to try one of your spf’s but sadly i’m one of those where my skin does not seem to like niacinamide. any tips for me @supergoop ..? 🙌🏽🌼', 'length': 147}, {'text': '@mayarigby it’s us', 'length': 18}, {'text': '@margoarielle protect the freckles', 'length': 34}, {'text': 'ᴄᴀɴ’ᴛ ᴛʜᴀɴᴋ ʏᴏᴜ ᴇɴᴏᴜɢʜ ꜰᴏʀ ᴛʜᴇ ꜱᴍɪʟᴇ ʏᴏᴜ ʜᴀᴠᴇ ʙᴇᴇɴ ᴘᴜᴛᴛɪɴɢ ᴏɴ ᴍʏ ꜰᴀᴄᴇ ᴇᴠᴇʀ ꜱɪɴᴄᴇ ɪ ꜱᴛᴀʀᴛᴇᴅ ɪɴᴠᴇꜱᴛɪɴɢ ᴡɪᴛʜ ʏᴏᴜ. ᴛʜᴀɴᴋ ʏᴏᴜ ꜰᴏʀ ᴛᴜʀɴɪɴɢ ᴍʏ £1000 ᴛᴏ £21,000 ɪɴ ᴊᴜꜱᴛ 14ᴅᴀʏꜱ👇👇👇👇👇👇👇\n@tarnisha_trades', 'length': 191}]"
@arielleshipe breezing through,<Post CbngYrEPBY1>,589,8,['wearsunscreen'],27/03/22,@arielleshipe breezing through the slopes with her SPF on at @aspensnowmass 🏂☀️ Don’t forget to reapply every 2 hours! #wearsunscreen,133,"[{'text': 'Love it! 🔥🔥🔥', 'length': 12}, {'text': 'Yessss I need to shred with her!! Snow mass is on my list!! And yes to your spf with me during all my 🏂 travels!', 'length': 112}, {'text': '😍😍😍❤️', 'length': 5}, {'text': 'The best! 🔥', 'length': 11}, {'text': 'Aren’t you supposed to use more sunscreen than that? 🥴', 'length': 54}, {'text': 'Why would you ever use someone snowboarding without a helmet as advertisement?  Protect your face but not your head?  Worst campaign ever/ your should be ashamed.', 'length': 162}, {'text': '@arielleshipe is so rad! Love our @supergoop products!', 'length': 54}, {'text': 'Let us be grateful to the people who make us happy; they are the charming gardeners who make our souls blossom.I invested $1000 and earned $12,000 within 5 working days\n@tarnisha_trades', 'length': 185}]"
Choose your fighter,<Post CbkgK38utMy>,1685,33,[],26/03/22,Choose your fighter 💫  No wrong answers! 😉,42,"[{'text': 'I don’t quite get it… all of them have Avobenzone which is pretty toxic. How do you still call your products clean?', 'length': 115}, {'text': 'Please make an unscented refresh mist!!', 'length': 39}, {'text': 'The BEST forget the rest.', 'length': 25}, {'text': 'Just got the middle one. Excited to try 🙌', 'length': 41}, {'text': 'We live by supergoop 🙌🙌', 'length': 23}, {'text': 'The best 😍😍🔥🔥', 'length': 13}, {'text': 'All of the above pls 🙌', 'length': 22}, {'text': 'Fragrance free and denatured alcohol free mist pls!', 'length': 51}, {'text': 'I need more spf in my life 😍', 'length': 28}, {'text': 'Play everyday OR Unseen and the powder for touch ups.', 'length': 53}, {'text': 'im a one and done kinda gal', 'length': 27}, {'text': ""Can't wait to try these!!"", 'length': 25}, {'text': 'Love you guys but Can you guys start offering a bottle take back program or bottle refills or plastic free packaging?!?!', 'length': 120}, {'text': 'Play', 'length': 4}, {'text': 'all of the above 😍', 'length': 18}, {'text': 'Do you have a program to return empty bottles so they don’t end up in landfills?', 'length': 80}, {'text': 'Super disappointed in the new resetting spray. The new formula is greasy/heavy and the nozzle does not spray evenly', 'length': 115}, {'text': 'ESF in the morning, (Re)setting mist throughout the day 💛', 'length': 57}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'One and done! I just received and love it! Do I need a cleanser to remove this at night??', 'length': 89}, {'text': 'Obsessive Reaplier! 👏🔥🙌🌞', 'length': 24}, {'text': 'D all the above', 'length': 15}, {'text': 'All 😍🔥', 'length': 6}, {'text': 'Are You vegan?', 'length': 14}, {'text': 'Don’t forget your lips and scalp!!! 😎', 'length': 37}, {'text': 'Play 💛', 'length': 6}, {'text': 'Pp', 'length': 2}, {'text': '🔥🔥😍😍', 'length': 4}, {'text': 'I have been waiting for the refresh mist to come back! I really need to get my hands on it.', 'length': 91}, {'text': '@supergoop Head-to-toe baby! ☀️', 'length': 31}, {'text': 'All 3!', 'length': 6}, {'text': 'Let us be grateful to the people who make us happy; they are the charming gardeners who make our souls blossom.I invested $1000 and earned $12,000 within 5 working days\n@lola_richard00', 'length': 184}]"
@suriya.jpg getting maximum,<Post CbiEguWjfzo>,1044,43,[],25/03/22,"@suriya.jpg getting maximum glow + protection with Glowscreen SPF 40 Limited Edition Jumbo, now available @sephora 🤩  With niacinamide and hyaluronic acid, it leaves a dewy, glowy finish, with sun protection + major hydration ✨ 

P.S. Get your Sephora carts ready - VIB Rouge starts next week 🛒",294,"[{'text': '✨GLOWINGGGGG✨', 'length': 13}, {'text': 'every single day !! ✨', 'length': 21}, {'text': 'Are these products VEGAN ? Ty', 'length': 29}, {'text': 'Gorge', 'length': 5}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': 'I enjoy your products🤍✨', 'length': 23}, {'text': 'My go to everyday!!!!', 'length': 21}, {'text': 'My cutie girl @suriya.jpg !!!! 😍 love !!!', 'length': 41}, {'text': '😍😍😍', 'length': 3}, {'text': 'Yesss!! My favorite 😍', 'length': 21}, {'text': 'Ok stunning! I need 😍', 'length': 21}, {'text': 'Ooh what is that a tinted moisturizer with SPF?! I want if so!', 'length': 62}, {'text': 'cutest !!! 😍', 'length': 12}, {'text': 'I know this is a silly question, but are your products able to give me spf coverage I need and that is recommended? Also, does this last awhile?', 'length': 144}, {'text': 'Beautiful❤️❤️', 'length': 13}, {'text': 'Still have yet to try this!! I need this glowwww 🙌', 'length': 50}, {'text': '😍😍😍', 'length': 3}, {'text': 'So. You guys have a 50% coupon floating around that gets applied to your cart. And then when you go through the whole checkout process, you’re told after entering every detail that now you can’t use the coupon. What’s up with that!?', 'length': 232}, {'text': 'she’s a STAR!!!🤩', 'length': 16}, {'text': '😍😍😍', 'length': 3}, {'text': 'I really loved the Glow Screen sample I got but sadly I broke out after and I did also with the mineral CC cream. I’m going to try the serum sample and hopefully that works on my ultra sensitive skin. I’ve used the Sport and the spray Glow Screen on my body with no problems. I also use the Supergoop powder to reapply.', 'length': 319}, {'text': 'My fav ❤️', 'length': 9}, {'text': 'I need this glow in Spain', 'length': 25}, {'text': 'She’s glowing!!! ✨', 'length': 18}, {'text': 'queen!!! 💛☀️', 'length': 12}, {'text': 'Running to put on my glowscreen', 'length': 31}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Are there any plans to make glow screen in a mineral sunscreen?', 'length': 63}, {'text': ""I ordered the @supergoop Bestsellers Starter Kit at Sephora & it's arriving today! I'm so excited to try these out!(:"", 'length': 117}, {'text': '@jen__darling', 'length': 13}, {'text': 'Cuuuuute 🦋 😌', 'length': 12}, {'text': 'Oh yesss!! 😍😍 @suriya.jpg you are glowingggg 🙌🏼💫', 'length': 48}, {'text': 'Every single day !! ✨', 'length': 21}, {'text': 'Stop it rn', 'length': 10}]"
Have you joined,<Post CbfadOhPu7b>,1981,58,[],24/03/22,"Have you joined the SPF Squad yet? ☀️ If you follow us, you've already earned 5 points + you can earn even more points every time you shop 🙌  Sign up at the link in our bio!",173,"[{'text': 'Need this! 😍😍', 'length': 13}, {'text': 'this. Is. A. Necessity. 👏', 'length': 25}, {'text': '😍😍😍😍😍', 'length': 5}, {'text': 'Been using SG for over 3yrs now! Love ittt!💛💛💛💛', 'length': 47}, {'text': 'Love!', 'length': 5}, {'text': '😍😍', 'length': 2}, {'text': '💜💜', 'length': 2}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'I have and i’m inlove!', 'length': 22}, {'text': '😍😍😍', 'length': 3}, {'text': 'Omg can’t wait to try these! 🙌', 'length': 30}, {'text': 'Omg need', 'length': 8}, {'text': '😍😍😍', 'length': 3}, {'text': 'OMGG literally been dreaming about this my whole life!!! 😍 FINALLY 👏', 'length': 68}, {'text': 'Wow !!! This is amazing 🤩', 'length': 25}, {'text': 'My fav!!', 'length': 8}, {'text': '👏👏👏', 'length': 3}, {'text': 'On my list to try! I saw mixed reviews on Sephora but still gotta try for myself ☀️', 'length': 83}, {'text': ""I didn't try your SPF yet 👀"", 'length': 27}, {'text': 'I want that spray! 😍 Easy application', 'length': 37}, {'text': 'I need this in CANADA 😢!!!', 'length': 26}, {'text': 'I need these products why I have only just discovered them now! 😍', 'length': 65}, {'text': 'Love it I wish can be bigger 😍', 'length': 30}, {'text': '💙💙💙', 'length': 3}, {'text': 'Would this be suitable for tattoo protection and PMU protection???', 'length': 66}, {'text': 'Can you make it without denatured alcohol for sensitive skin??', 'length': 62}, {'text': 'Can’t wait to get my new @supergoop ❤️', 'length': 38}, {'text': '@supergoop I JUST received the newly reformulated Re-Setting spray and I AM OBSESSED 😍😍😍😍😍😍 It is EXACTLY what I’ve always wanted/needed.  Loved the old formula but boy is this an upgrade!!!!! Can’t believe how great my skin still looks after a 14 hour day (and my skin is far from flawless) and it’s not drying in the slightest!!!! Most importantly, it really protects from the sun ☀️ ☀️☀️☀️☀️☀️💙💙💙💙💙', 'length': 401}, {'text': '@kennedycbrown', 'length': 14}, {'text': 'Does @supergoop have a mineral sunscreen?', 'length': 41}, {'text': 'I need to try your spf for lips but its not available in canada 😢😢', 'length': 66}, {'text': 'Loving this product 😍', 'length': 21}, {'text': 'Hey! I see you have a resetting spf spray..my question is…how even is the application/ how full is the protection if it is sprayed as a mist?', 'length': 141}, {'text': 'Love this spray sunscreen! Great for reapplying over makeup! 💛😁', 'length': 63}, {'text': 'I neeeddddd this 🇨🇦🇨🇦🇨🇦. @sephora.rideau  @sephoracanada', 'length': 56}, {'text': 'Can you guys start offering a bottle take back program or bottle refills or plastic free packaging?!?!', 'length': 102}, {'text': 'Omg i wanna try these 🤩🤩🤩💙', 'length': 26}, {'text': 'Will the most be available at @sephoracanada ?', 'length': 46}, {'text': 'I have had this @supergoop SPF spray for a few days and I love it EXCEPT that it spills when I shake it.  Is this normal?', 'length': 121}, {'text': 'Let me know the price', 'length': 21}, {'text': '@_quanniibell product ideas!', 'length': 28}, {'text': 'Hello I want to know where to find sunscreen in Spain I really want to try it 😢', 'length': 79}, {'text': '🙋🏻\u200d♀️☀️✨', 'length': 8}, {'text': 'Do you ship to france?', 'length': 22}, {'text': ""I invested in your company and I'm saying thank you for repaying my trust as I thought to just try you after a week I got paid wow so lucky for me your company is real...my friends out there interested in BTC am a celebrant..... He's super real. @tarnisha_trades"", 'length': 262}, {'text': 'I lost my job, I thought I have lost it all. With the little of €2500 I got €32,056 with @tarnisha_trades she may not know it, but really she has saved my life @lola_richard00', 'length': 175}, {'text': 'You saved my life, out of debt and I do not think I could ever tell you how much you mean to me, I will  keep telling people about your good work in my life @tarnisha_trades', 'length': 173}]"
@bmosseau and @jordanpschroeder,<Post CbcxQK0MvyE>,562,16,['wearsunscreen'],23/03/22,"@bmosseau and @jordanpschroeder SPFing on the slopes ⛷☀️ Snow or shine, you should #wearsunscreen ❄️
Every. Single. Day. ™️",123,"[{'text': 'Yessss! I always wear mine on the slopes!! 🏂🏂', 'length': 45}, {'text': 'Hey, hi 👋🏾 just DM you 😎☀️', 'length': 26}, {'text': 'Agree 🙌🙌🙌', 'length': 9}, {'text': 'This looks so fun 🤩', 'length': 19}, {'text': 'beyond beauty bros !!!!', 'length': 23}, {'text': 'Loving it 😎', 'length': 11}, {'text': 'Couple o cuties', 'length': 15}, {'text': 'Ummmm yes!!! 👏👏👏', 'length': 16}, {'text': '⛷ ⛷ 🤩🤩\U0001f979\U0001f979', 'length': 8}, {'text': '\U0001f979\U0001f979\U0001f979', 'length': 3}, {'text': '@jordanpschroeder 👏!!!!!!!', 'length': 26}]"
✨GIVEAWAY TIME✨ We’ve,<Post CbaRZqjuzNP>,4413,3364,['giveaway'],22/03/22,"✨GIVEAWAY TIME✨
We’ve teamed up to give away 3 months worth of AG1 along with tons of sunscreen by Supergoop! to keep your body from feeling its best!

Here’s how to enter for a chance to win: ⁠

1. Follow @athleticgreens & @supergoop
2. Like this post!
3. Tag two friends in the comments below!

#giveaway closes on March 24, 2022 at 11:00AM EST. Winner will be notified via Instagram DMs and must provide an email address and U.S. shipping address. This is in no way sponsored, administered, or associated with Instagram, Inc. By entering, entrants confirm they are 18+ years of age, release Instagram of responsibility, and agree to Instagram's term of use. Good luck!",671,"[{'text': '✌️✌️', 'length': 4}, {'text': 'Two of my favorites 🙌', 'length': 21}, {'text': 'ooo @janejira715 @storiesoflu', 'length': 29}, {'text': '@slws5959', 'length': 9}, {'text': '@mdmesq @alli_mc_vogt 👏😎', 'length': 24}, {'text': '@star_angelina.c @krissy_bee_savebees', 'length': 37}, {'text': '@chelseadaley3', 'length': 14}, {'text': '@222ndclosetfinds @gayk08 i really want this 🤲🏼🤲🏼💕', 'length': 50}, {'text': '@jujugwin @julietarico', 'length': 22}, {'text': '@pratnotttheinstitute @casey_coderre', 'length': 36}, {'text': '@cbeckusa @rf.207', 'length': 17}, {'text': '@mattnussbaum101 @m_a_s_h_a._._._._ NEED 🌞✨♥️', 'length': 45}, {'text': '@sehrish.rupani @janejianning', 'length': 29}, {'text': '@branzel23 @lovelecee', 'length': 21}, {'text': '@miss_sharonee @lilmandyx3', 'length': 26}, {'text': '@marikaichloe @martawright_', 'length': 27}, {'text': '@jodielhughes  @its_bren_na 😍', 'length': 29}, {'text': '@yatri_90 @rosequillingcorner', 'length': 29}, {'text': '@ayushisharma_13 @vee.balenciaga', 'length': 32}, {'text': '@reisadevina @stefanie.devina 😎🌱', 'length': 32}, {'text': '@stacey_santos @leeanne.snts 🙏🏽', 'length': 31}, {'text': '@alexszelewski @allierodge @marissarose_krohl @atvespa', 'length': 54}, {'text': '@lex_herman @hannahlockwich', 'length': 27}, {'text': '@miabrighi @leostagramz', 'length': 23}, {'text': '@itsbroookee 🌞 @emmabear013 🌱', 'length': 29}, {'text': '@yackiekolenz @skylughhhh', 'length': 25}, {'text': '@sergiobpf @cc_builds_cars 🔥', 'length': 28}, {'text': '@sarah.fleurs @spencerstuart23 😍💛💛', 'length': 34}, {'text': '@itsteddyboober @suebergevin1', 'length': 29}, {'text': '@muhranduhhh @emzzzramos', 'length': 24}, {'text': '@miss_nikkia @jazzyjaye21 @laurenmichel', 'length': 39}, {'text': '@christinamwade @ricardiparty', 'length': 29}, {'text': '@macacuevas29 @mngc06', 'length': 21}, {'text': '@ellelafoodie @helennnzhang', 'length': 27}, {'text': '@dannyterrence @adventure_pup', 'length': 29}, {'text': 'This would be awesome 😍\n\n@drcooldad @chewy_choc_chips_', 'length': 54}, {'text': 'My literal two favorite products @caseyisthemann @shilohdawson', 'length': 62}, {'text': '@agathazofia', 'length': 12}, {'text': '@john_jack_mescher @allison_elizabethk', 'length': 38}, {'text': '@megbaskovich 🤞🏻', 'length': 16}, {'text': 'Have you tried this @marci.l.harmon ? @emaerkl  I think we need to give it a shot 💪🏼', 'length': 84}, {'text': '@sarasaysmoo @stacybauer22', 'length': 26}, {'text': '@my_friends_friend @stewartab ☀️🌤🥬', 'length': 34}, {'text': '@betsyhook @cmr4m', 'length': 17}, {'text': '@jycasto @jazzie.casto', 'length': 22}, {'text': '@misspsnaps @michie740 ☀️', 'length': 25}, {'text': '@katieeyounger @dawnwestmoreland maybe we can win all the sunscreen for our trip!!❤️', 'length': 84}, {'text': '@johannerygh @danafischman', 'length': 26}, {'text': '@jacobkess34 @laurlaurkees sunscreen and amazing brother alert!', 'length': 63}, {'text': '@becky_abbott @alixfisch', 'length': 24}]"
Spring has sprung!,<Post CbXhxbzsqf0>,825,18,[],21/03/22,Spring has sprung! 🌸 Get outside today - we've got you covered 😉,64,"[{'text': 'Used mine this morning 💛🧴', 'length': 25}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Ahhh the cutest for sure!', 'length': 25}, {'text': 'Do you know when this might be available in Canada? 🇨🇦❤️ would love to try it!', 'length': 78}, {'text': '💛', 'length': 1}, {'text': ""Ok so random question - I have the Daily Dose Vit C SPF serum and I absolutely love it, but the pump broke so I'm not able to get anything out of it anymore. Is there any way to open this type of bottle so I don't have to waste the product? I have so much of it left still 😭😫"", 'length': 275}, {'text': 'SO CUTE AH', 'length': 10}, {'text': 'Investing and getting returns is\nwhat I ever wanted I finally found it, God bless you @ Marcus56686', 'length': 99}, {'text': 'Is this image from @motherthemountain ?', 'length': 39}, {'text': '@emilyymay99', 'length': 12}, {'text': '𝗜 𝗮𝗺 𝗴𝗹𝗮𝗱 𝗶 𝗶𝗻𝘃𝗲𝘀𝘁𝗲𝗱 𝘄𝗶𝘁𝗵 @tarnisha_trades 𝗼𝗻 𝗯𝗶𝗻𝗮𝗿y 𝗼𝗽𝘁𝗶𝗼𝗻𝘀, 𝗵𝗲 𝗺𝗶𝗿𝗮𝗰𝘂𝗹𝗼𝘂𝘀𝗹𝘆 𝘁𝘂𝗿𝗻𝗲𝗱 𝗺𝘆 €2,500 𝘁𝗼 €28,00𝟬,\xa0 𝗵𝗲’𝘀 𝘁𝗵𝗲 𝗯𝗲𝘀𝘁. 𝗧𝗵𝗮𝗻𝗸 𝘆𝗼𝘂 𝘀𝗼 𝗺𝘂𝗰𝗵 𝗳𝗼𝗿 𝗱𝗼𝗶𝗻𝗴 𝗮 𝗴𝗿𝗲𝗮𝘁 𝗷𝗼𝗯, 𝗜’𝗺 𝗰𝘂𝗿𝗿𝗲𝗻𝘁𝗹𝘆 𝗲𝗻𝗷𝗼𝘆𝗶𝗻𝗴 𝗺𝘆 𝗽𝗮𝘆𝗼𝘂𝘁🙌🙏 @tarnisha_trades', 'length': 215}, {'text': 'I ɪɴᴠᴏʟᴠᴇᴅ ɪɴ ᴛʜɪs ʙᴜᴛ ᴀᴍ ᴛʀᴜʟʏ sᴏ ʜᴀᴘᴘʏ😊🥵🇨🇳fᴏʀ ᴡʜᴀᴛ ᴀᴍ ɢᴇᴛᴛɪɴɢ fʀoᴍ ᴛʜɪs ᴛʀᴀᴅɪɴɢ ᴀʟʟ ᴛʜᴀɴᴋs ᴛᴏ ᴍrs @tarnisha_trades', 'length': 116}]"
SPF Y'ALL 🤠,<Post CbU-lS0Oap0>,4307,159,[],20/03/22,SPF Y'ALL 🤠 The Sunshine Shack popped up in Austin @sxsw and we loved seeing all of you IRL ✨ Where should we head next?,120,"[{'text': 'I think we might need a Sunshine Shack visit in the Sunshine State!! 🥰☀️', 'length': 72}, {'text': 'Love your products!!!! I’m outside everyday and use your face, lip and body products!!! Such great protection!!!', 'length': 112}, {'text': 'Where is this in Austin??', 'length': 25}, {'text': 'Cutee', 'length': 5}, {'text': 'seattle, washington!!!', 'length': 22}, {'text': 'LA!!', 'length': 4}, {'text': '😍😍😍', 'length': 3}, {'text': 'New York . Manhattan . 👏', 'length': 24}, {'text': 'Houston!❤️', 'length': 10}, {'text': 'looks so fun!', 'length': 13}, {'text': 'Columbus, Ohio', 'length': 14}, {'text': 'Omg so cute!!! 😍', 'length': 16}, {'text': 'Martha’s Vineyard MA!! 🙏🏼 Plenty of sunshine on this gorgeous island!! 🏖', 'length': 72}, {'text': 'Houston!!! ❤️🙌', 'length': 14}, {'text': 'Kansas City!!', 'length': 13}, {'text': '😍😍😍', 'length': 3}, {'text': 'This booth is too cute!', 'length': 23}, {'text': 'Obsessed with this! Head down to Houston', 'length': 40}, {'text': 'Love this crew 💛', 'length': 16}, {'text': 'agh i love it🤌', 'length': 14}, {'text': 'I want this in Argentina!!!! 😍❤️', 'length': 32}, {'text': 'Aspen…duh', 'length': 9}, {'text': 'LOVE YOUR PRODUCTS', 'length': 18}, {'text': 'GIRLS 😍', 'length': 7}, {'text': 'Houston! 💛', 'length': 10}, {'text': 'Dallas Tx.', 'length': 10}, {'text': 'Come back sooooon! 💛💛', 'length': 21}, {'text': 'This has @ashleywhatson written allllll over it 🤠🤍☀️', 'length': 52}, {'text': 'Go @madsfo7 !!!! ☀️🧴', 'length': 20}, {'text': '@lulunono get some ☀️', 'length': 21}, {'text': 'Paris 🇫🇷☀️💛', 'length': 11}, {'text': 'Miami ❤️ dale 🔥', 'length': 15}, {'text': 'Come to Charlotte NC I will bring EVERYONE I KNOW TO THIS', 'length': 57}, {'text': 'Richmond va!', 'length': 12}, {'text': 'Honoulu, Hawaii!!', 'length': 17}, {'text': 'Boston!!', 'length': 8}, {'text': 'Boston!!', 'length': 8}, {'text': 'Come to the oc ❤️❤️❤️', 'length': 21}, {'text': 'Please come to Atlanta! 🍑', 'length': 25}, {'text': 'SAN FRANCISCO💛💛', 'length': 15}, {'text': 'Nashville!! 🙌🥳☀️🥂💛', 'length': 18}, {'text': '@chomlish you have to bring the sunshine shack to @shopsunshineamagansett 💛💛💛', 'length': 77}, {'text': 'NEW YORK', 'length': 8}, {'text': '☀️☀️☀️☀️☀️☀️☀️☀️☀️', 'length': 18}, {'text': 'Chicago!', 'length': 8}, {'text': '💛💛💛', 'length': 3}, {'text': 'NYC ☀️', 'length': 6}, {'text': 'West palm beach!!!', 'length': 18}, {'text': 'This is adorable! 👏 glow screen allllll the way ☀️', 'length': 50}, {'text': 'scottsdale!!!! 🌞❤️\u200d🔥', 'length': 20}]"
@indiepeacock serving the,<Post CbSi3HXgfBV>,1554,33,['wearsunscreen'],19/03/22,"@indiepeacock serving the sunny look of our dreams 🌤 Our (Re)setting Refreshing Mist SPF 40 makes it easy to set your makeup, refresh your look and reapply your SPF throughout the day! 💙 #wearsunscreen

Available @sephora and supergoop.com ✨",241,"[{'text': 'How well does it really cover and protect, though?', 'length': 50}, {'text': '💙💙💙', 'length': 3}, {'text': 'My setting mist bottles always break. So annoying', 'length': 49}, {'text': 'Love this!', 'length': 10}, {'text': '😍😍', 'length': 2}, {'text': 'Loveee this 😍', 'length': 13}, {'text': 'Pp', 'length': 2}, {'text': 'Her skin is glowing😍', 'length': 20}, {'text': 'Omg this eye look! 😍😍😍', 'length': 22}, {'text': 'This is exactly what I need!', 'length': 28}, {'text': 'Gah I want to try this!!', 'length': 24}, {'text': 'How much', 'length': 8}, {'text': 'Pp', 'length': 2}, {'text': 'Pp', 'length': 2}, {'text': 'I was so excited to receive it, but unfortunately I think I am allergic to it. After being very careful to stay completely away from my eye area, it still makes them water.', 'length': 172}, {'text': '🙌🙌🙌', 'length': 3}, {'text': 'Pleaaaaase come to EUROPE', 'length': 25}, {'text': 'Do ship to the UK?', 'length': 18}, {'text': 'WOW! I am so happy this is back in stock!!! 😍😭🙌', 'length': 47}, {'text': 'Pp', 'length': 2}, {'text': 'Oooh I really want to try this 😍', 'length': 32}, {'text': 'Horrible!!!!', 'length': 12}, {'text': 'I have bought 2 and pump always stops working 😢 @supergoop', 'length': 58}, {'text': '😍I recognize that beautiful lady from @supergreatapp', 'length': 52}, {'text': 'Where can I get in Canada? @supergoop', 'length': 37}, {'text': '😍😍😍😍😍🇨🇦🇨🇦🇨🇦@sephora.rideau @sephoracanada', 'length': 41}, {'text': 'Which sunscreen for the body (arms and shoulders)? My daughter is a runner and am wanting to try @supergoop but not sure which one.', 'length': 131}]"
